page,reference,text
24,PDF page 24,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 5 
 
24 
 
 
 
36.  Business establishment: Business establishments affected are 1850 in 
number.  17.35% families are involving in hotel b usiness, 12.70% are in tea shop business, 
25.14% involve in repair & workshop. The remaining 44.81% of project affected families 
belong to other enterprises.  
Table 3.8: Profile of affected business establishments  
Commercial Activity Number of PAFs Percentage 
Hotel 321  17.35  
Tea Shop 235  12.70  
Repair & work shop 465  25.14  
Other Enterprise 829    44.81  
Total 1850  100 
Source: Socio-Economic Survey, April 2021 to June 2021  
 
37. Employee in Business establishment: The establishment operating wit h one 
person, mostly owner of the establishment is 61.62%    and with employees of 1 -5 account 
for 26.05% and with more than 5 employees account for 12.32%  Table 3.9 depicts the 
details of business establishment in the project area. 
 
Table 3.9   Employees in a business establishment  
 
Size of Establishment Number of 
Establishment 
Percentage 
One person only (Owner 
/Operator) 
1140  61.62  
Employed 1 to 5 persons 482  26,05  
Employed more than 5 
persons 
228  12.32  
Total 1850  100 
Source: Socio-Economic Survey, April 2021 to June 2021  
 
38. Income of affected households.  The majority of the households have an average 
annual income Rs. 150001 – 350000, followed by 609 and 482 numbers in the average 
annual income range of Rs. 70001 – 150000 and Rs. Above 3 50001. 161 number of 
household have an average annual income of Rs. Below 70000.  
Table 3.10 depicts the average annual income of the head of the PAFs.  
Table 3.10: Average Annual Family Income 
 
 
 
 
 
 
 
Source: Socio-Economic Survey, April 2021 to June 2021  
 
39. Vulnerable Households:  Among the vulnerable households 1.53 % is headed 
by women and 67.94 p[% account for SC household followed by Scheduled tribe household 
of 4.85 %. There is no BPL household. And 25.67% of household belong to others category 
of vulnerable households.  The Household vulnerability status is presented in Table 3.11 
Annual Family Income (Rs) Number of PAFs Percentage 
<70000 161  7.17  
 70001-150000 609  27.13  
 150001-350000 993  44.23  
>350001 482  21.47  
Total  2245  100 "
25,PDF page 25,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 5 
 
25 
 
 
 
Table 3.11:    Impact to Vulnerable Households 
Vulnerable Type Number of 
PAFs 
Percentage 
Women Headed Households 12    1.53  
Scheduled Tribe households  38   4.85  
Scheduled Caste households 532   67.94  
BPL ** Households 0   0  
Others (Household with dis abled 
member, elderly and minor with no 
support) 
201 25.67 
Total 783   100.0 
Source: Socio-Economic Survey, April 2021 to June 2021  
** BPL is Below Poverty Line. The p overty line is defined as monthly per capita expenditure 
amount Rs. 1380.36 in urban a reas in the year 2011-12, i.e., annual family expenditure Rs 66281 
for average PAF family size of 4. Those PAFs whose family income reported in interviews is less 
than the Poverty Line amount has been counted as BPL families above.  
D.   Resettlement Preferences 
40.  As per the survey about 6 5% of families preferred to be lo cated within the area 
and only 3 5% preferred to be located outside the area if they are displaced due to the 
proposed metro rail project . 10%  of the family preferred land to land , 50% preferred cash 
assistance, 17% prefer a house in resettlement site and 23% prefer to shop in resettlement 
site. Income from business activity, close to market, daily jobs, school and hospital are 
considered as main factors while providing an alternate place to displaced/affected families. 
The response is summarised in Table 3.12 
Table 3.12   Resettlement Preferences 
SL.No Preference Percentage 
1 Preferred within the area 65 
2 Outside the area 35 
 Total 100 
 
SL.No Preference Percentage 
1 Land for land 10  
2 Cash assistance 50  
3 House in resettlement site 17  
4 Shop in resettlement site 23  
 Total 100 "
26,PDF page 26,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 5 
 
26 
 
 
 
IV.   Consultation, Participation and Disclosure 
 
A. Public Consultation 2016-2018 
 
41. To e ngage with the com munity a nd e nhance p ublic u nderstanding about the 
project and a ddress the concerns and issues about compensation, rehabilitation and 
resettlement, individual interviews, focus gro up d iscussions were carried out amongst the 
affected persons.  During the field surveys that were carried out between November 2016 
and November 2018  while updating preliminary Social Impact Assessment ( SIA) as part of 
Detailed Project Report (DPR), interviews of the head of individual PAFs to elicit their socio -
economic characteristics were conducted in addition to consultation meetings with groups of 
stakeholders and community.  Public consultation s were conducted in  Sholinganallur, 
Adampakkam, Puzhuthivakkam, Madipakkam, Medavakkam Koot Road, Perumpakkam, 
Global Hospital and Velachery. A separate consultation meeting was held in CMRL office.  
The opinions of the community and stakeholders were obtained during these consultations 
and summarised in Table 4.1. The format is in Appendix 3.  
Table 4.1: Public Consultation 2016 to 2018 
Location Date Number of 
participants Suggestion/Opinion 
Sholinganallur  
 
27.10.2017  17 The shops should not be affected due 
to the proposed Metro project. The 
respondents said that this is an IT 
corridor and lots of traffic can be seen 
in the evening after office. So the 
metro project would be helpful. 
Source: Comprehensive DPR  for Chennai metro phase II, December 2018 
B. Focus Group Discussions 2019 - 2020 
42. During March / April 2019 Focus Group Discussions were conducted at 8 locations.  
Attendance sheets are available in the project file wit h CMRL. The Focus Group Discussion 
was conducted with likely Project Affected Person (PAPs) as well as the general public in the 
proper location to cover various socio -economic profiles and habitation as well as impacted 
locations along the corridor. The discussion process involved various sections of affected 
persons such as traders, women, quarters, kiosks and other inhabitants. To hear and 
address the concerns of women, women were encouraged to participate and the opportunity 
to express their concern was provided during the discussion. 
43.  During the Focus Group Discussion , issues related to land acquisition, compensation, 
income restoration, employment generation, info rmation ﬂow, grievance redressal, safety, 
health and education facilities for children of PAFs etc. were discussed. All relevant aspects 
of project design, the basis of compensation and nature of R&R benefits details of land 
required and impact to private property were discussed with the affected communities; their 
opinions, suggestions and apprehensions were recorded.  
44.  From the year 2018 onwards, CMRL invited all citizens whose properties could 
be adversely affected by the project to apprise them of e fforts to reduce property acquisition 
by optimising the project design and the basis of compensation and nature of R&R benefits. 
Such interactive sessions are continuing.  "
27,PDF page 27,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 5 
 
27 
 
 
 
C. Outcome  
45. The people were generally enthusiastic about the project and conside r that it will 
bring social and economic development to the region. People consider that the development 
of the metro will improve connectivity for the local people apart from facilitating smooth flow 
of traffic by reducing the travel time. People wanted t he payment of compensation and other 
rehabilitation assistances to be completed before the start of construction work.  
46.  The queries raised during the public consultation and Focus Group Discussion 
across the corridor can  broadly be classified under tr affic issues, connectivity issues, 
pollution levels and problems relating to land acquisition and displacement. Many of the 
place‟s participants raised the concern that construction activity may affect their livelihood as 
well as structures/buildings. Participants strongly suggest that the affected families /people 
should get adequate compensation to reinstate the life of people. Participants from 
Madipakkam highlighted their concern regarding pollution during the construction activities.  
Similarly, the participants of Velachery raised the concern regarding the ticket fa re on the 
metro rail. Participants suggested that there should be moderate fare to access metro rail. 
47.  Further, at many places participants of public consultation and FGD highly 
appreciated the upcoming phase - 2 metro projects as it will increase connectivity, reduce 
the traffic load and reduce the existing level of pollution. The participants felt that the 
proposed project will provide (i) better access to higher levels of education, hea lth services 
(especially in emergencies), and social interactions; (ii) better transport option; and (iii) an 
increase in leisure time. The salient discussion points are summarized in Table 4.2. 
Table 4.2: Focus Group Discussions in 2019 - 2020 
Place Date Number of 
participants 
Topic/Issue Suggestion/opinion 
Adambakkam 04.03.2019 5 Least access of 
Travelling 
Solve traffic issues and increase 
no of trips 
Travel Fare The fare should be comparable  
Puzhuthivakkam  04.03.2019 8 Solve traffic 
issues and 
increase 
connectivity  
Metro will reduce the traffic jam. 
The long -distance travel will be 
easy and the metro will increase 
the connectivity.  
   Business loss 
due to 
construction 
activity  
 
If construction activities go long 
more than expected, then it 
incurred loss to commercial/ 
shops. 
   High ticket cost The minimum metro ticket price 
in Chennai metro is Rs.50. The 
poor and middle -class citizens 
will not be able to afford that 
money on a regular basis. 
So, they are using the bus 
services mostly.  "
28,PDF page 28,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 5 
 
28 
 
 
 
Madipakkam 05.03.2019 6 Time-
consumption 
Time will be saved in 
comparison with other means of 
transport.  
   Traffic and 
pollution during 
construction of 
the project 
There is a possibility of pollution 
and traffic problem during the 
construction of the metro 
project.   
   Road pollution Metro train will reduce the 
existing 
high level of pollution both noise 
and air. 
   Ticket Fare Costly ticket of the metro, Need 
to consider  
Medavakkam 
Koot Road  
(Medavakkam I 
Metro) 
27.03.2019 6 Road 
congestion 
Operation o f the metro to 
reduce congestion on the road 
   Ticket Fare Metro should be less expensive 
   Pollution  Metro will reduce the existing 
traffic load and reduce the level 
of pollution. 
   Road side 
accidents 
Metro will reduce the traffic and 
reduced road accidents. 
Perumpakkam 27.09.2019 5 Travel time Travel time by metro will be 
lesser 
   Congestion and 
Pollution 
Congestion and Pollution due to 
road traffic will reduce 
Global Hospital  
(Classical Tamil 
Institute Metro) 
04.04.2019 8 Reduction in 
Pollution 
Metro will reduce traffic and 
road accidents.  
   Travel time Travel time by metro will be 
lesser 
   Area 
development 
Due to metro train, other 
facilities will come such as 
infrastructure development. The 
local economy will boost up. 
Sholinganallur 04.04.2019 6 Time Save 
 
The metro train facility in 
Chennai will save time to reach 
the destinations in comparison 
with other means. "
29,PDF page 29,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 5 
 
29 
 
 
 
   Travel comfort It would be easy to reach the 
destinations due to the 
proposed metro project. 
   Connectivity  
 
Metro may improve connectivity 
with speedy travelling.  
   Pollution and 
accidents on 
road  
There would be reduced 
pollution and no accidents while 
travelling in metro train 
   Travel Fare The metro fare should 
be as less as possible 
considering paying power of the 
people 
Velachery  05/04/2019 7 Issues on traffic 
and connectivity 
Metro will reduce the traffic jam. 
The long -distance travel will be 
easy and the metro will increase 
the connectivity.  
   Business loss 
due to 
construction 
activity  
 
If construction activities go long 
more than expected, then it 
incurred loss to commercial/ 
shops. 
   High ticket cost The minimum metro ticket price 
in Chennai metro is Rs.50. The 
poor and middle -class citizens 
will not be able to afford that 
money on a regular basis. 
So, they are using the bus 
services mostly.  
Meetings at CMRL office 
In December 2019 CMRL invited all citizens whose properties could be adversely affected 
by the project to apprise them of efforts to reduce property acquisition by optimizing the 
project design. The summary of attendance at these meetings is in Table 4.3. 
 
 
 
 
 
 
 
 
 
 
 
 
 "
30,PDF page 30,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 5 
 
30 
 
 
 
Table 4.3 Meetings at CMRL office 
 
Station Name Date No. of 
Land 
owners/ 
Participa
nts 
Topic/ 
Issue 
Suggestions/ 
Opinion 
Sai Nagar Bus stop 27/12/2019 32  
 
Facilities 
and 
compensati
on for 
building 
New facilities will give a 
facelift to Chennai . Cost of 
building is based on valuation 
by adopting current PWD 
schedule of rate without 
depreciation. In addition, 
100% solatium will also be 
paid.  
Elango Nagar Bus 
stop 
27/12/2019 30 
Mugalivakkam 27/12/2019 2 
DLF IT SEZ 27/12/2019 2 
Sathya Nagar 30/12/2019 6 Land 
compensati
on rate 
Compensation for land is 
calculated on the basis of 
circle rate. In addition to 
circle rate 100% solatium will 
also be paid. 
Puzhuthivakkam 30/12/2019 15 
Madipakkam 23/12/2019 11 Temporary 
Land 
Acquisition  
It is assured that the land is 
being acquired only 
temporarily for safety 
reasons. Sufficient time will 
be given for vacating.  
Keelkattalai 23/12/2019 18 
Echangadu 23/12/2019 1 
Kovilampakkam 23/12/2019 16 
Medavakkam Koot 
Road 
23/12/2019 3 
Kamaraj Garden 
Street 
23/12/2019 12 
 
 
D. PLAN FOR FURTHER CONSULTATION IN THE PROJECT 
48.  Consultation will be carried out regularly throughout the implementation phase 
and will continue thro ughout the construction phase. CMRL will interact with the affected 
persons at the site, on a regular basis, and resolve issues  Public Hearing will be conducted 
to inform and explain the compensation and entitlements as contained in the draft updated 
R&R s cheme. All stakeholders will be invited to participate. The objective is to reach an 
agreement on compensation and entitlements with the PAPs to finalise the R&R scheme 
prior to its approval by the Competent Government Authority. During project implementation, 
PIU shall conduct Information and Community Consultation Program (ICCP) in the project 
area on regular basis. The main objectives of the ICCP are to i) inform and explain the 
entitlement policy and the various options to the affected people prior to p ayments of 
compensations and other assistance; and (ii) socially prepare the Small Business 
Enterprises (SBEs) and households for relocation and assist them in the process. The PIU 
will prepare an information brochure in local languages, i.e., Tamil, expla ining the RP, the 
entitlements and the implementation schedule. 
 "
31,PDF page 31,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 5 
 
31 
 
 
 
49. The following set of activities shall be undertaken for effective implementation of 
the plan: 
 Consultation and focus group discussions shall be conducted with the vulnerable 
groups like women, families of BPL, Scheduled Castes to ensure that the vulnerable 
groups understand the process and their needs are speciﬁcally taken into 
consideration. 
 CMRL will organize public consultations and will appraise the communities about the 
progress in th e implementation of the project works and payment and assistance 
paid to the PAPs. Regular update of the program of resettlement component of the 
project will be placed for public display at the project offices. 
 Taking into considerations the risks of HIV/ AIDs during the project construction 
period specialist shall be invited to undertake activities related to their core 
competencies. 
 Participation of PAPs can be considered through their involvement in various local 
committees. PIU and field offices will ma intain an ongoing interaction with PAPs to 
identify problems and undertake remedial measures. 
E. Public Consultation and Disclosure Plan  
50. A public consultation and disclosure plan has been finalized for the project as per 
the tentative schedule given in the following table. 
Table 4.4      Public Consultation and Disclosure Plan 
Activity Task Period 
Respon
sible 
Agenci
es 
Remarks 
Screening of project and 
stakeholder Identification  
Identifying alignment and 
assessment of likely impact  2018 
DPR 
Consult
ant  
Completed 
Census and Socio-
economic survey  
Identifying affected persons and 
collected socio-economic 
Information on affected person‟s. 
Carrying out consultation‟s 
meetings with PAP 
2018-2021 
SIA 
Consult
ant 
Survey under 
Progress 
Public Notification for LA  Publish a list of affected 
lands/sites in a local Newspaper  2018 – till date CMRL 
Newspaper 
advertisements 
and issue of 
individual notice 
Web disclosure of the 
Draft Resettlement 
Framework and Draft 
Resettlement Plan 
Resettlement Framework and 
Resettlement Plan posted on 
CMRL website 
2020 CMRL Website of CMRL 
Resettlement Framework 
and Resettlement Plan 
disclosure meetings 
Carryout consultations with 
affected persons on the 
significance of impact, 
entitlement, implementation 
arrangement and GRC 
2020-22  
Implem
enting 
NGO, 
CMRL 
FGDs and public 
consultation 
meetings. (After 
resettlement 
framework 
approval) 
Hearing of objections on 
LA 
Hearing of landowner‟s objections 
/concerns of acquisition, 
ownership, apportionment, 
valuation, etc., pertaining to LA 
and  
2020-21 CMRL 
LAO  
Consultative meetings on 
resettlement mitigation 
measures outlined in the 
Discuss entitlements, 
compensation rates, and 
grievance redress mechanisms. 
Throughout 
resettlement 
plan 
Implem
enting 
NGO, 
FGDs and public 
consultation 
meetings "
32,PDF page 32,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 5 
 
32 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
RF/RP implementation  CMRL 
LAO 
GRC 
RF/RP information 
Dissemination 
Distribution of information leaflets 
containing the gist of the RF and 
RP in the Tamil language to 
affected persons 
 
Award Meetings, 
Public 
Consultation  
Implem
enting 
NGO, 
CMRL 
After resettlement 
framework 
approval  
Project information 
dissemination 
Project commencement details 
and scheduling of civil works  
Throughout the 
project  CMRL Project Hand-outs 
and  meetings  
Dissemination of 
monitoring reports 
Internal monitoring reports will be 
uploaded on the website of CMRL 
along with corrective actions 
taken if any. 
Throughout 
resettlement 
plan 
implementation  
CMRL,  Website of CMRL 
Dissemination of GRC 
actions  
Summary of complaints received 
and action taken will be uploaded 
on the website of CMRL 
Throughout 
resettlement 
plan 
implementation  
CMRL, 
GRC Website of CMRL "
33,PDF page 33,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 5 
 
33 
 
 
 
V.  RESETTLEMENT POLICY FRAMEWORK 
A.  Introduction 
51. Recognizing the social issues that can arise during the construction of Corridor 5, 
the Resettlement Planning Framework (RPF) has been prepared conforming to the National 
laws, the State laws and the Asian Infrastructure Investment Bank‟s (AIIB‟s) Environmental 
and Social Framework (ESF), 2016, ADBs SPS 2009 and New Development Banks Social 
and Environment 2016. The resettlement planning framework describes the principles and 
approach in avoiding, minimizing and mitigating adverse social impacts that may arise in 
implementing the proposed CMRL – Phase II Corridor 5 project.  
 
  52. The resettlement f ramework outlines the objectives, policy principles, and 
procedures for land acquisition, compensation, and other assistance measures for displaced 
persons, under the project. The framework includes guidance on screening and 
categorization, assessment, pla nning, grievance redress mechanism, institutional 
arrangements, and processes to be followed for Corridor 5.  
 
B. Resettlement Policy framework  
 
  53. A policy frame work has been prepared to address social safeguard principles of 
MDBs and RFCTLARR Act 2013 enacted by the Government of India and Tamil Nadu 
Acquisition of Land for Industrial Purpose Act 1997. It describes the approach agreed by 
Implementing Agency CMRL and Multilateral Development Banks (MDBs) namely AIIB  and 
ADB An Entitlement Matrix has been prepared to include compensation for land and assets, 
structures, loss of income; assistances for resettlement. The entitlements have been 
designed to improve upon those enjoyed by affected persons on Chennai Metro Ph ase 1 
and Chennai Metro Phase 2 . The b udgetary provision for the implementation of the 
Resettlement Plan for the project is INR 4, 62, 61,600  
 
  54. The salient features of the frame work aims to avoid or minimize involuntary 
     Resettlement where feasible, exploring all viable alternative project designs and to 
(i) Assist Project Affected Families (PAFs) / Project Affected People (PAPs) in 
improving their former living standards, income earning capacity, and production 
levels, or at least in restoring them.  
(ii) Encourage community participation in planning and implementing resettlement.  
(iii) Provide assistance to PAFs/ PAPs regardless of the legality of land tenure.  
(iv) Apart from the above -mentioned objectives, the following non -negotiable 
principles will be followed for all the projects implemented under MDB assistance. 
The principles will apply for Negotiated Settlement as well.  
(v)  Compensation and Rehabilitation and Resettlement assistance will be paid 
before displacement.  
(vi)  All compensation for structures will be at replacement cost.  
(vii) No project civil works will be initiated unless compensation for land and 
assets and rehabilitation and resettlement assistance is provided in full to all 
eligible PAFs and PAPs.  
(viii) Progress related to payment of land acquisition compensation and 
Rehabilitation and Resettlement entitlements will be documented and reports will 
be sent to the MDB.  
(ix) Under Negotiated Settlement , the compensation for land and structures cannot 
be below the compensation under RFCTLARR Act 2013. 
C.   Guidelines and applicable Act  
55. Over the years R&R policies have been developed at national and organizational 
levels. The Acts and Policy relevant to the frame work are   "
34,PDF page 34,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 5 
 
34 
 
 
 
 Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and 
Resettlement Act, 2013  
 ADB's Safeguard Policy Statement (SPS), 2009 
 Resettlement Policy of the Asian Infrastructure Investment Bank (AIIB) 
 New Development Bank Environment and Social Framework, March 2016 
 Land Acquisition for Industrial purpose Act 1997. 
 Tamil Nadu Acquisition of Land for Industrial Purpose Act 1997 
 
 
1. Right to Fair Compensation and Transparency in Land Acquisition, 
Rehabilitation and Resettlement Act, 2013  
 
 56. The RFCTLARRA 2013 covers land acquisition and resettlement. The act has 
recognized the need for resettlement and rehabilit ation and has replaced the Land 
Acquisition Act 1894. The act aims to establish the law on land acquisition, as well as the 
rehabilitation and resettlement of those directly affected by land acquisition in India. The 
scope of the Act includes all land acquisition, whether it is done by the Central Government 
of India or any State Government of India, except the state of Jammu & Kashmir. The act 
came into force on 01 January 2014. The key features of the Act are outlined below . This 
Act will be applicable in  case any private is acquired by the project. : The Land Acquisition 
Act of 1894 facilitated the Government to acquire private land for use for public purposes or 
acquire land for companies proposing to utilize the land for a public purpose. The new act 
defines public purpose more specifically, compared to the earlier act, thereby reducing the 
scope for misinterpretation. The new act does not allow any change in purpose after 
acquisition. 
 
 57. The new Act outlines a structured institutional framework at th e Central, State 
and project levels to carry out the acquisition and R&R: (i) at the central level is the national 
monitoring committee; (ii) at the State level the State Land Acquisition and R&R Authority 
and a committee constituted by the appropriate Gov ernment and State Commissioner R&R; 
and (iii) at the project level is the district collector, administrator R&R and the R&R 
committee. Overall, the RFCTLARRA provides a framework in which the interest of the land 
loser is protected. The Act also empowers t he government to some extent for defined 
purposes to support infrastructure development and industrialization. The new Act also 
increases the overall cost and time required for land acquisition, thereby compelling project 
owners towards more efficient utilization of land. 
 
       2. The Right to Fair Compensation and Transparency in Land Acquisition, 
Rehabilitation and Resettlement (Tamil Nadu Amendment) Act, 2014 
 58. The  Right to Fair Compensation and Transparency in Land Acquisition, 
Rehabilitation and R esettlement (Tamil Nadu Amendment) Act, 2014 received the 
Presidents assent on 01 January 2015. Through the amendment, Section 105A read with 
„The Fifth Schedule‟ was inserted in the RFCTLARR Act that allowed three State acts 
regulating land acquisition  to continue acquisition of land as per the procedure set forth in 
the respective acts while confirming the provisions of RFCTLARR Act relating to the 
determination of compensation and provision of rehabilitation and resettlement.  The 
exemption was with retrospective effect from 01 January 2014. These acts include the Tamil 
Nadu Acquisition of Land for Harijan Welfare Scheme Act, 1978, Tamil Nadu Acquisition for 
Land for Industrial Purposes Act, 1997 and Tamil Nadu Highways Act, 2001. 
 
 
 "
35,PDF page 35,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 5 
 
35 
 
 
 
       3. Tamil Nadu Right to Fair Compensation and Transparency in Land Acquisition, 
Rehabilitation and Resettlement Rules, 2017 
 59. The State rules were notified on 21 September 2017 describing the process to be 
adopted when the land requisition is made by the requiring body , the process of conducting 
social impact assessment through the Tamil Nadu State Social Impact Assessment Unit 
formed exclusively to conduct social impact assessment and function  under the 
Commissioner of Rehabilitation and Resettlement 4. The rules also d escribe the process of 
obtaining consent from affected families in case of land acquisition for private companies. 
Further, the method of publication of the preliminary notification, the information that is 
required to be published in the preliminary notif ication, the details required in the report of 
the Collectors on hearing of objections and the details required in the land acquisition award 
is described. 
 60. The rules also describe the role of the Administrator in preparing the rehabilitation 
and resettlement scheme and define the eligibility criteria for availing onetime resettlement 
allowance. Further, the limits 5 for the applicability of the provisions relating to rehabilitation 
and resettlement for purchase of land through private negotiation by per sons other than 
specified persons are defined. To clear the ambiguity in the eligibility for choice of annuity or 
employment, the rule prescribes that only those owners of the land acquired, whose 
livelihoods are lost due to the acquisition and other famil ies whose livelihoods are primarily 
dependent on the land acquired alone will be entitled.  
 61. The rules describe the service conditions of the Presiding Officer, Registrar and 
other employees of the Land Acquisition, Rehabilitation and Resettlement Auth ority, 
established to resolve disputes related to land acquisition, compensation, rehabilitation and 
resettlement expeditiously. The State has designated 6 the Principal Judge/Principal District 
Judge/District Judge of the respective Districts as the Presiding Officer.  
 
     4.  Tamil Nadu Government Order on Land Acquisition through Private Negotiation  
 
 62. The State vide GO (Ms) No.885 of Revenue Department dated 21 September 
1995, had issued executive orders prescribing the uniform procedure for fixing the land value 
for acquisition through negotiations and constituting District level, State level and 
Government level committees with definite monetary powers. Based on the experience 
gained over the years in land acquisition and acquisition through negot iations, the District 
level and State level committees were reconstituted with enhanced monetary powers vide 
GO (Ms) No.103 of Revenue (LA -I(1)) Department dated 28 February 2011. 83. Since both 
the above government orders were issued when the Land Acquisition Act, 1894 was in force 
and with the procedural change in the determination of compensation coming into effect with 
the notification of the Right to Fair Compensation and Transparency in Land Acquisition, 
Rehabilitation and Resettlement (RFCTLARR) Act,  2013, the government issued revised 
procedures, vide GO (Ms) No.281 of Revenue and Disaster Management Department, Land 
Administration Wing, LA -I(1) Section dated 07 September 2017, for the acquisition of land 
through private negotiation and enhanced the monetary powers of District level, State level 
committees and the Government, with the distinction between land in urban and rural areas. 
 
        5. The Tamil Nadu Acquisition of Land for Industrial Purposes Act (TNALIPA) 
1997(TN Act 10 0f 1999):  
                                                
4 The Commissioner of Land Administration is appointed as the Commissioner of Rehabilitation and 
Resettlement through a government  order [ G.O.(Ms) No.30 4, Revenue and Disaster Management 
(LA-I(1)) dated 20 September 2017]  
5 The limits are defined vide a government order [ G.O.(Ms) No.30 3, Revenue and Disaster 
Management (LA-I(1)) dated 20 September 2017]  
6 The Presiding Officers are  notified vide a government order [ G.O.(Ms) No.30 5, Revenue and 
Disaster Management (LA-I(1)) dated 20 September 2017]  "
36,PDF page 36,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 5 
 
36 
 
 
 
63. The key provisions of the TNALIPA, 1997 received the assent of the President on 
2 December 2019. Regarding the process the Act states:  
(i) Under subsection 3(2) states:  The Government shall call upon the owner or any 
other person who may be interested in the la nd to show cause why the land should 
not be acquired and also cause a Public notice to be issued under sub -section (2) of 
section 3 of the Tamil Nadu Acquisition of Land for Industrial Purposes Act 1997.  
(ii) Subsection 3(1) states:  The Government shall publi sh in the Tamil Nadu 
Government Gazette a notice specifying the particular purpose for which such land is 
required namely `Chennai Metro Phase II MDB Projects` under Sub -section (1) of 
section 3 of the Tamil Nadu Acquisition of Land for Industrial Purposes Act 1997. 
(iii) Subsection 4(1) states:  When a notice under sub -section (1) of section 3 is 
published in the Tamil Nadu Government Gazette, the land to which the said notice 
relates shall, on and from the date of such publication, vest absolutely in the 
Government free of all encumbrances. 
(iv) Subsection 4(2) states:  Where any land is vested in the Government under sub -
section (I), the Government may by order, direct any person who may be in 
possession of the land to surrender or deliver possession thereof to the Collector or 
any person duly authorised by him in this behalf within thirty days of the service of 
the order. 
(v) Subsection 4(3) states: If any person refuses or fails to comply with an order made 
under subsection (2), the Collector may take possession of the  land, and may, for 
that purpose, use such force as may be necessary. 
(vi) Section 5 states: Where any land has been acquired under this Act, the Government 
may use or cause to be used such land for this Act. 
 64. Regarding compensation and entitlements th e Act states Subsection 6(3)of The 
Tamil Nadu Acquisition of Land for Industrial Purposes Act 1997 (Tamil Nadu Act 10 of 1999 
- President assent 2 December 2019): The provisions relating to the determination of 
compensation for land and other assets attach ed thereto as specified in the First Schedule, 
rehabilitation and resettlement as specified in the Second Schedule and infrastructure 
amenities as specified in the Third Schedule to the Right to Fair Compensation and 
Transparency in Land Acquisition, Rehab ilitation and Resettlement Act, 2013 (RFCTLARR 
Act 2013) shall apply to the land acquisition proceedings under the 1999 Act. 
 
        6. Asian Infrastructure Investment Bank Environmental and Social Framework, 
February 2016 (amended February 2019) 
 65. The objective of the Asian Infrastructure Investment Bank ‟s Environmental and 
Social Framework (ESF) is to ensure that environmental and social risks and impacts in 
projects financed by the Bank are addressed and to provide a robust structure and 
mechanism to manage the environmental and social risks in identification, preparation and 
implementation of projects. The framework details the environmental and social 
requirements through three mandatory Environmental and Social Standards (ESS), viz. 
Environmental and Social Assessment and Management (ESS1), Involuntary Resettlement 
(ESS2) and Indigenous Peoples (ESS3)      
 
 66. Environmental and Social Standards 2 on Involuntary Resettlement:  The 
objectives of the Asian Infrastructure Investment Bank ‟s policy concerning Environmental 
and Social     Standards 2 on involuntary resettlement are: (i) involuntary resettlement should 
be avoided wherever possible, to minimise involuntary resettlement by exploring pr oject 
alternatives; (ii) where avoidance of involuntary re settlement is not feasible, to enhance, or "
