page,reference,text
23,PDF page 23,"  Resettlement Plan for Chennai Metro Rail Phase II – Corridor 4  
21 
 
 
 
 
In order to hear and address the concerns of women, women were encouraged to participate 
and opportunity to express their concern was provided during the consultations. 
 
PUBLIC CONSULTATION MEETING 2019 
 
 
 
43. During public consultation, issues related to land acquisition, compensation,  
income restoration, employment generation, information ﬂow, grievance redressal, safety,  
health and education facilities for children of PAFs etc. were discussed. All relevant aspects  
of project design, basis of compensation and nature of R&R benefits details of land required  
and impact to private property were discussed with the affected comm unities; their opinions, 
suggestions and apprehensions were recorded. 
44. From year 2018 onwards, CMRL invited all citizens whose properties could be  
adversely affected by the project to apprise them of efforts to reduce property acquisition by  
optimising the project design and the basis of compensation and nature of R&R benefits. 
"
24,PDF page 24,"  Resettlement Plan for Chennai Metro Rail Phase II – Corridor 4  
22 
 
 
 
 
Such interactive sessions are continuing. During January 2020, CMRL conducted – through 
the consultant – meetings with non -title holders at 29 locations along the corridor. The  
number of participants was 622. The summary  of participation, proforma and outcome of  
Public consultations in 2018 -2019 and January 2020 is at Appendix 4. The identification of 
property to be acquired is published in Tamil as well as English print media as sampled in  
Appendix 5 
C. Outcome of Public Consultation 
45. The people were generally enthusiastic about the project and consider that it will  
bring social and economic development in the region. People consider that the development  
of metro will improve connectivity for the local people apart from the f acilitating smooth flow 
of traffic by reducing the travel time. People wanted the payment of compensation and other  
rehabilitation assistances to be completed before the start of construction work. 
46. The queries raised during the public consultation across the corridor can be  
broadly classiﬁed under traffic issues, connectivity issues, pollution levels and problems  
relating to land acquisition and displacement. For instance, in Thirumayilai, it was reported  
that the underground track may not be suitable for Mylapore as it is a very old area with  
heritage buildings -temples, church etc. Many buildings /residents are century old. Therefore, 
there is a high risk of collapse of old structures. Similarly, many of the place’s participants  
raised the concern that construction activity may affect their livelihood as well as 
structures/buildings. The issue of compensation was raised in Kodambakkam. As reported 
by participants, metro train will surely argument infrastructure and other facilities, but 
participants strongly suggest that the affected families /people should get adequate 
compensation in order to reinstate the life of people. Participants from Adyar Gate 
highlighted their concern regarding air pollution and suggested that the green cover in the 
city of Chennai is less and metro project should not affect the existing level of greenery.  
Similarly the participants of Vadapalani, Nandanam and Porur raised the concern regarding  
affairs of travelling in metro rail. Participants suggested that there should be m oderate fair in 
order to access metro rail. 
47. Further, at many places participants of public consultation highly appreciated the 
upcoming phase - 2 metro projects as it will increase connectivity, reduce the traffic load and 
reduce existing level of pollution. Women felt that the proposed project will provide (i) better  
access to higher levels of education, health services (especially in emergencies), and social  
interactions; (ii) better transport option; and (iii) increase in leisure time. The salient 
discussion points are summarized in Table 4.2. 
Table 4.2: Public Consultation Dec 2018, 2019 and January 2020 
 
S.No Issues 
Discussed 
Important opinions 
and views CMRL reply 
1 Overall Project What       are        the 
advantages & 
disadvantages of this 
project 
 Associated Environmental (positive & 
adverse) impacts with this project were  
explained in detail. 
 R&R plan and the possibility of new 
Employment opportunity for the aspirant 
PAPs was explained in detail. 
2 Land What is the basis of 
compensation of 
land? 
Compensation for land is calculated on the  
basis of circle rate. In addition to the circle  
rate, 100% solatium will also be paid. 
3 Land 
Acquisition 
Why few lands were 
shifted even though 
 CMRL assured that the land is being 
acquired only temporarily. The land is "
25,PDF page 25,"  Resettlement Plan for Chennai Metro Rail Phase II – Corridor 4  
23 
 
 
 
 
 
  stations were not at 
that particular area? 
being temporarily acquired for safety 
reasons. 
 They are not permanently shifted 
because it is an old and large 
settlement and only 18 affected families. 
Permanent shifting would result in 
separation from their land and 
neighbours. 
 Sufficient time will be given for vacating  
the premises. 
 CMRL will provide rent to the affected  
families for the acquisition period. The  
amount is being worked out and will be  
informed shortly. 
4 Compensation What will be the 
compensation   for 
acquisition of 
buildings? 
Cost of Building is based on valuation by 
adopting current PWD schedule of rate 
without depreciation. In addition, 100% 
solatium will also be paid. 
Source: SIA for CMRL-II, Corridor 4, March 2020 
 
D. PLAN FOR FURTHER CONSULTATION IN THE PROJECT 
48. Consultation will be carried out regularly throughout the implementation phase  
and will continue throughout the construction phase. CMRL will  interact with the affected  
persons at site, on a regular basis, and resolve issues Public Hearing will be conducted to  
inform and explain the compensation and entitlements as contained in the draft updated 
R&R scheme. All stakeholders will be invited to participate. The objective is to reach 
agreement on compensation and entitlements with the PAPs so as to finalise the R&R  
scheme prior to its approval by Competent Government Authority. During project 
implementation, PIU shall conduct Information and Community Consultation program (ICCP) 
in the project area on regular basis. The main objectives of the ICCP are to: i) inform and  
explain the entitlement policy and the various options to the affected people prior to 
payments of compensations and other assistance; and (ii) socially prepare the Small 
Business Enterprises (SBEs) and households for relocation and assist them in the process.  
PIU will prepare an information brochure in local languages, i.e., Tamil, explaining the RP,  
the entitlements and the implementation schedule. 
 
49. The following set of activities shall be undertaken for effective implementation of  
the plan: 
 Consultation and focus group discussions shall be conducted with the vulnerable  
groups like women, families of BPL, Scheduled Castes to ensure that the vulnerable  
groups understand the process and their needs are speciﬁcally taken into 
consideration. 
 CMRL will organize public consultations and will appraise the communities about the  
progress in the implementation of the project works and payment and assistance 
paid to the PAPs. Regular  update of the program of resettlement component of the  
project will be placed for public display at the project offices. 
 Taking into the considerations the risks of HIV/AIDs during the project construction  
period specialist shall be invited to undertake activities related to their core 
competencies. 
 Participation of PAPs can be considered through their involvement in various local  
committees. PIU and field offices will maintain an on -going interaction with PAPs to  
identify problems and undertake remedial measures. "
26,PDF page 26,"  Resettlement Plan for Chennai Metro Rail Phase II – Corridor 4  
24 
 
 
 
 
E. Public Consultation and Disclosure Plan 
50. A public consultation and disclosure plan has been finalized for the project as per 
the tentative schedule given in the following table. 
Table 4.3 Public Consultation and Disclosure Plan 
 
 
Activity 
 
Task 
 
Period 
Respon 
sible 
Agenci 
es 
 
Remarks 
Screening of project and 
stakeholder Identification 
Identifying alignment and 
assessment of likely impact 
 
2018 
DPR 
Consult 
ant 
 
Completed 
 
Census and Socio- 
economic survey 
Identifying affected persons and 
collected socio economic 
Information on affected person’s. 
Carrying out consultation’s 
meetings with PAP 
 
 
2018-2021 
 
SIA 
Consult 
ant 
 
Survey under 
Progress 
 
Public Notification for LA 
 
Publish list of affected lands/sites 
in a local Newspaper 
 
2018 – till date 
 
CMRL 
Newspaper 
advertisements 
and issue of 
individual notice 
Web disclosure of the 
Draft Resettlement 
Framework and Draft 
Resettlement Plan 
Resettlement Framework and 
Resettlement Plan posted on  
CMRL website 
 
2020 
 
CMRL 
 
Website of CMRL 
 
Resettlement Framework 
and Resettlement Plan 
disclosure meetings 
Carryout consultations with 
affected persons on significance 
of impact, entitlement, 
implementation arrangement and 
GRC 
 
 
2020-22 
 
Implem 
enting 
NGO, 
CMRL 
FGDs and public 
consultation 
meetings. (After 
resettlement 
framework 
approval) 
 
Hearing of objections on 
LA 
Hearing of landowner’s objections 
/concerns of acquisition, 
ownership, apportionment, 
valuation, etc., pertaining to LA 
and 
 
 
2020-21 
 
CMRL 
LAO 
 
 
Consultative meetings on 
resettlement mitigation 
measures outline in the 
RF/RP 
 
Discuss entitlements, 
compensation rates, and 
grievance redress mechanisms. 
 
Throughout 
resettlement 
plan 
implementation 
Implem 
enting 
NGO, 
CMRL 
LAO 
GRC 
 
FGDs and public 
consultation 
meetings 
 
RF/RP information 
Dissemination 
Distribution of information leaflets 
containing gist of the RF and RP 
in Tamil language to affected 
persons 
 
Award Meetings, 
Public 
Consultation 
Implem 
enting 
NGO, 
CMRL 
 
After resettlement 
framework 
approval 
Project information 
dissemination 
Project commencement details 
and scheduling of civil works 
Throughout the 
project CMRL Project Hand-outs 
and meetings 
 
Dissemination of 
monitoring reports 
Internal monitoring reports will be 
uploaded on the website of CMRL 
along with corrective actions 
taken, if any. 
Throughout 
resettlement 
plan 
implementation 
 
CMRL, 
 
Website of CMRL 
 
Dissemination of GRC 
actions 
Summary of complaints received 
and action taken will be uploaded 
on the website of CMRL 
Throughout 
resettlement 
plan 
implementation 
 
CMRL , 
GRC 
 
Website of CMRL "
27,PDF page 27,"  Resettlement Plan for Chennai Metro Rail Phase II – Corridor 4  
25 
 
 
 
 
V. RESETTLEMENT POLICY FRAMEWORK 
A. Introduction 
51. Recognizing the social issues that can arise during the construction of Corridor 4, 
Resettlement Planning Framework (RPF) has been prepared conforming to the National  
laws, the State laws and the Asian Infrastructure Investment Bank’s (AIIB’s) Environmental  
and Social Framework (ESF), 2016, ADBs SPS 2009 and New Development Banks Social  
and Environment 2016. The resettlement planning framework describes the principles and  
approach in avoiding, minimizing and mitigating adverse social impacts that may arise in  
implementing the proposed CMRL – Phase II Corridor 4 project. 
 
52. The resettlement framework outlines the objectives, policy principles, and 
procedures for land acquisition, compensation, and other assistance measures for displaced 
persons, under the project. The framework includes guidance on screening and 
categorization, assessment, planning, grievance redress mechanism, institutional 
arrangements, and processes to be followed for Corridor 4. 
 
B. Resettlement Policy framework 
 
53. A policy frame work has been prepared to address social safeguard principles of  
MDBs and RFCTLARR Act 2013 enacted by Government of India and Tamil Nadu 
Acquisition of Land for Industrial Purpose Act 1997. It  describes the approach agreed by  
Implementing Agency CMRL and Multilateral Development Banks (MDBs) namely AIIB, ADB 
and NDB. An Entitlement Matrix has been prepared to include compensation for land and  
assets, structures, loss of income; assistances for resettlement. The entitlements have been 
designed to improve upon those enjoyed by affected persons on Chennai Metro Phase 1 
and Chennai Metro Phase 2 non-MDB projects. The budgetary provision for the 
implementation of the Resettlement Plan for the project  is INR 4840.00 million (USD 65.36  
million) 
 
54. The salient features of the frame work aims to avoid or minimize involuntary 
Resettlement where feasible, exploring all viable alternative project designs and to 
(i) Assist Project Affected Families (PAFs) / Project Affected People (PAPs) in 
improving their former living standards, income earning capacity, and production  
levels, or at least in restoring them. 
(ii) Encourage community participation in planning and implementing resettlement. 
(iii) Provide assistance to PAFs/ PAPs regardless of the legality of land tenure. 
(iv) Apart from the above-mentioned objectives, the following non-negotiable 
principles will be followed for all the projects implemented under MDB assistance. 
The principles will apply for Negotiated Settlement as well. 
(v)  Compensation and Rehabilitation and Resettlement assistance will be paid 
before displacement. 
(vi) All compensation for structures will be at replacement cost. 
(vii) No project civil works will be initiated unless compensation for land and  assets 
and rehabilitation and resettlement assistance is provided in full to all  eligible 
PAFs and PAPs. 
(viii) Progress related to payment of land acquisition compensation and 
Rehabilitation and Resettlement entitlements will be documented and reports will  
be sent to the MDB. 
(ix) Under Negotiated Settlement the compensation for land and structures cannot be 
below the compensation under RFCTLARR Act 2013. "
28,PDF page 28,"  Resettlement Plan for Chennai Metro Rail Phase II – Corridor 4  
26 
 
 
 
 
C. Guidelines and applicable Act 
55. Over the years R&R policies have been developed at national and organizational 
levels. The Acts and Policy relevant to the frame work are 
 Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and 
Resettlement Act, 2013 
 ADB's Safeguard Policy Statement (SPS), 2009 
 Resettlement Policy of the Asian Infrastructure Investment Bank (AIIB). 
 New Development Bank Environment and Social Framework, March 2016 
 Land Acquisition for Industrial purpose Act 1997. 
 Tamil Nadu Acquisition of Land for Industrial Purpose Act 1997 
 
1. Right to Fair Compensation and Transparency in Land Acquisition, 
Rehabilitation and Resettlement Act, 2013 
 
56. The RFCTLARRA 2013 covers land acquisition and resettlement. The act has  
recognized the need for resettlement and rehabilitation and has replaced the Land 
Acquisition Act 1894. The act aims to establish the law on land acquisition, as well as the  
rehabilitation and resettlement of those directly affect ed by land acquisition in India. The  
scope of the Act includes all land acquisition, whether it is done by the Central Government  
of India or any State Government of India, except the state of Jammu & Kashmir. The act  
came into force on 01 January 2014. Th e key features of the Act are outlined below . This 
Act will be applicable in case of any private is acquired by the project. : The Land 
Acquisition Act of 1894 facilitated the Government to acquire private land for use for public  
purposes or acquire land for companies proposing to utilize the land for a public purpose.  
The new act defines public purpose more specifically, compared to the earlier act, thereby  
reducing scope for misinterpretation. The new act does not allow any change in purpose  
after acquisition. 
 
 
57. The new Act outlines a structured institutional framework at the Central, State 
and project levels to carry out the acquisition and R&R: (i) at the central level is the national  
monitoring committee; (ii) at the State level the State Land Acquisit ion and R&R Authority  
and a committee constituted by the appropriate Government and State Commissioner R&R;  
and (iii) at the project level is the district collector, administrator R&R and the R&R 
committee.Overall, the RFCTLARRA provides a framework in which the interest of the land  
loser is protected. The Act also empowers the government to some extent for defined  
purposes in order to support infrastructure development and industrialization. The new Act  
also increases the overall cost and time required for land acquisition, thereby compelling  
project owners towards more efficient utilization of land. 
 
2. The Right to Fair Compensation and Transparency in Land Acquisition, 
Rehabilitation and Resettlement (Tamil Nadu Amendment) Act, 2014 
 
58.The Right to Fair Compensation and Transparency in Land Acquisition, 
Rehabilitation and Resettlement (Tamil Nadu Amendment) Act, 2014 received Presidents  
assent on 01 January 2015. Through the amendment, Section 105A read with ‘The Fifth  
Schedule’ was inserted in the RFCTLARR Act that allowed three State acts regulating land  
acquisitionto continue acquisition of land as per the procedure set forth in the respective 
acts, while confirming to the provisions of RFCTLARR Act relating to the determination of  
compensation an d provision of rehabilitation and resettlement.  The exemption was with  
retrospective effect from 01 January 2014. These acts include the Tamil Nadu Acquisition of "
29,PDF page 29,"  Resettlement Plan for Chennai Metro Rail Phase II – Corridor 4  
27 
 
 
 
 
Land for Harijan Welfare Scheme Act, 1978, Tamil Nadu Acquisition for Land for Industrial 
Purposes Act, 1997 and Tamil Nadu Highways Act, 2001. 
 
3. Tamil Nadu Right to Fair Compensation and Transparency in Land Acquisition, 
Rehabilitation and Resettlement Rules, 2017 
 
59. The State rules were notified on 21 September 2017 describing the process to be 
adopted when requisition for land is made by the requiring body, the process of conducting  
social impact assessment through the Ta mil Nadu State Social Impact Assessment Unit  
formed exclusively for the purpose of conducting social impact assessment and functioning  
under the Commissioner of Rehabilitation and Resettlement 1. The rules also describe the  
process of obtaining consent from  affected families in case of land acquisition for private  
companies. Further, the method of publication of preliminary notification, the information that 
is required to be published in the preliminary notification, the details required in the report of  
the Collectors on hearing of objections and the details required in the land acquisition award  
is described. 
60. The rules also describe the role of Administrator in preparing the rehabilitation  
and resettlement scheme and defines the eligibility criteria for av ailing onetime resettlement 
allowance. Further, the limits 2 for the applicability of the provisions relating to rehabilitation  
and resettlement for purchase of land through private negotiation by persons other than  
specified persons is defined. To clear th e ambiguity in the eligibility for choice of annuity or  
employment, the rule prescribes that only those owners of the land acquired, whose 
livelihoods are lost due to the acquisition and other families whose livelihoods are primarily  
dependent on the land acquired alone will be entitled. 
61. The rules describe the service conditions of the Presiding Officer, Registrar and  
other employees of the Land Acquisition, Rehabilitation and Resettlement Authority, 
established for the purpose of resolving disputes related  to land acquisition, compensation,  
rehabilitation and resettlement expeditiously. The State has designated3 the Principal 
Judge/Principal District Judge/District Judge  of the respective Districts  as the Presiding  
Officer. 
4. Tamil Nadu Government Order on Land Acquisition through Private Negotiation 
 
62. The State vide GO (Ms) No.885 of Revenue Department dated 21 September  
1995, had issued executive orders prescribing uniform procedure for fixing the land value for 
acquisition through negotiations and constituting District level, State level and Government  
level committees with definite monetary powers. Based on the experience gained over the  
years in land acquisition and acquisition through negotiations, the District level and State  
level committees were reconstituted with enhanced monetary powers vide GO (Ms) No.103  
of Revenue (LA-I(1)) Department dated 28 February 2011. 83. Since both the above 
government orders were issued when the Land Acquisition Act, 1894 was in force and with  
the procedural change in determination of compensation coming into effect with the 
notification of the Right to Fair Compensation and Transparency in Land Acquisition, 
Rehabilitation and Resettlement (RFCTLARR) Act, 2013, the government issued revised  
procedures, vide GO (Ms) No.281 of Revenue and Disaster Management Department, Land  
Administration Wing, LA-I(1) Section dated 07 September 2017, for acquisition of land 
through private negotiation and enhanced the monetary powers of District level, State level  
committees and the Government, with distinction between land in urban and rural areas. 
 
1 The Commissioner of Land Administration is appointed as the Commissioner of Rehabilitation and  
Resettlement through a government order [G.O.(Ms) No.304, Revenue and Disaster Managemen t 
(LA-I(1)) dated 20 September 2017] 
2 The limits are defined vide a government order [G.O.(Ms) No.303, Revenue and Disaster 
Management (LA-I(1)) dated 20 September 2017] 
3 The Presiding Officers are notified vide a government order [G.O.(Ms) No.305, Revenue and 
Disaster Management (LA-I(1)) dated 20 September 2017] "
30,PDF page 30,"  Resettlement Plan for Chennai Metro Rail Phase II – Corridor 4  
28 
 
 
 
 
 
5. The Tamil Nadu Acquisition of Land for Industrial Purposes Act (TNALIPA) 
1997(TN Act 10 0f 1999): 
 
63. The key provisions of the TNALIPA, 1997 received assent of President on 2  
December 2019. Regarding the process the Act states: 
 
(i) Under subsection 3(2) states:   The Government shall call upon the owner or any  
other person who may be interested in the land to show cause why the land should  
not be acquired and also cause a Public notice to be issued under sub -section (2) of 
section 3 of the Tamil Nadu Acquisition of Land for Industrial Purposes Act 1997. 
 
(ii) Subsection 3(1) states: The Government shall publish in the Tamil Nadu 
Government Gazette a notice specifying the particular purpose for which such land is 
required namely ` Chennai Metro Phase II MDB Projects` under Sub -section (1) of  
section 3 of the Tamil Nadu Acquisition of Land for Industrial Purposes Act 1997. 
(iii) Subsection 4(1) states: When a notice under sub-section (1) of section 3 is 
published in the Tamil Nadu Government Gazette, the land to which the said notice  
relates shall, on and from the date of such publication, vest absolutely in the 
Government free of all encumbrances. 
(iv) Subsection 4(2) states:  Where any land is vested in the Government under sub - 
section (I), the Government may by order, direct any person who may be in 
possession of the land to surrender or deliver possession thereof to the Collector or  
any person duly authorised by him in this behalf  within thirty days of the service of  
the order. 
 
(v) Subsection 4(3) states: If any person refuses or fails to comply with an order made  
under subsection (2), the Collector may take possession of the land, and may, for 
that purpose, use such force as may be necessary. 
(vi)Section 5 states: Where any land has bee n acquired under this Act, the Government  
may use or cause to be used such land for the purpose of this Act. 
 
64. With reference to compensation and entitlements the Act states Subsection 
6(3)of The Tamil Nadu Acquisition of Land for Industrial Purposes Act 1997 (Tamil Nadu Act 
10 of 1999 - President assent 2 December 2019) : The provisions relating to the 
determination of compensation for land and other assets attached thereto as specified in the  
First Schedule, rehabilitation and resettlement as specified i n the Second Schedule and  
infrastructure amenities as specified in the Third Schedule to the Right to Fair Compensation 
and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013 
(RFCTLARR Act 2013) shall apply to the land acquisition proceedings under the 1999 Act. 
 
6. Asian Infrastructure Investment Bank Environmental and Social Framework, 
February 2016 (amended February 2019) 
 
65. The objective of the Asian Infrastructure Investment Bank’s Environmental and  
Social Framework (ESF) is to ensure that environmental and social risks and impacts in  
projects financed by the Bank are addressed and to provide a robust structure and 
mechanism to manage the environmental and social risks in identification, preparation and  
implementation of projects. The framework details the environmental and social 
requirements through three mandatory Environmental and Social Standards (ESS), viz. 
Environmental and Social Assessment and Management (ESS1), Involuntary Resettlement  
(ESS2) and Indigenous Peoples (ESS3) "
31,PDF page 31,"  Resettlement Plan for Chennai Metro Rail Phase II – Corridor 4  
29 
 
 
 
 
66. Environmental and Social Standards 2 on Involuntary Resettlement: The 
objectives of the Asian Infrastructure Investment Bank’s policy with regard to Environmental  
and Social Standards 2 on involuntary resettlement are: ( i) involuntary resettlement should  
be avoided wherever possible, to minimise involuntary resettlement by exploring project  
alternatives; (ii) where avoidance of involuntary resettlement is not feasible, to  
enhance, or at least restore, the livelihoods of a ll displaced persons in real terms relative to  
pre-project levels; (iii) to improve the overall socio-economic status of the displaced poor and 
other vulnerable groups; and (iv) to conceive and implement resettlement activities as 
sustainable development programs, by providing sufficient resources to enable the persons  
displaced by the project to share in project benefits. 
 
67. Involuntary resettlement covers physical displacement (relocation, loss of 
residential land, or loss of shelter) and economic displacement (loss of land or access to 
land and natural resources, loss of assets or access to assets, income sources, or means of  
livelihood) as a result of; (i) involuntary acquisition of land, or (ii) involuntary restrictions on  
land use or on access t o legally designated parks and protected areas. It covers such  
displacement whether these losses and involuntary restrictions are full or partial, permanent  
or temporary in nature. 
 
7. ADB’s Safeguard Policy Statement, 2009 
 
68. The ADB’s SPS, recognizes and addresses involuntary resettlement impacts and 
requires the preparation of a resettlement plan in every instance where involuntary 
resettlement occurs. The ADB policy requirements are: 
i. Avoid or minimize impacts where possible; 
ii. Consultation with the displaced persons in project planning and implementation; 
iii. Payments of compensation for acquired assets at the replacement cost; 
iv. Ensure that no one is worse off as a result of resettlement and would maintain at least 
their original standard of living; 
v. Resettlement assistance to displaced persons, including non-titled persons; and 
vi. Special attention to vulnerable people/ groups. 
69. A significant development in Government statute is the notification of ‘The Right to  
Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement  
Act, 2013’, which has repealed the Land Acquisition Act of 1894. This Act significantly  
decreases the gap between the LA Act 1894 and AIIB’s involuntary resettlement standards.  
In particular, the Act requires so cial impact assessments, and preparation, publication and  
the implementation of rehabilitation and resettlement scheme for projects involving land  
acquisition. For titleholders, the Act also expands compensation coverage of the Land 
Acquisition Act, 1894, by requiring that the value of structure, trees, plants, or standing crops 
damaged must also be included and with a solatium of 100% of all amounts inclusive. The  
Act furthermore meets AIIB requirement of paying compensation and provide other 
resettlement entitlements before any physical or economic displacement under the project. If 
there are any differences between the provisions of this Resettlement Planning Framework  
and Asian Infrastructure Investment Bank’s (AIIB) Environmental and Social Framework  
(ESF), the provisions of AIIB’s ESF will prevail. 
8. New Development Banks (NDB) Environment and Social Framework 2016 
 
70. The Framework sets out NDB’s core principles which govern the operations of  
NDB on environment and social management. It includes two parts: (i) Part 1 which 
provides an overarching policy for addressing environment and social management in 
operations, and (ii) Part 2 Environmental and Social Standards (ESS) which set forth the key 
mandatory requirements with respect to Environment, Involuntary Resettlement, and 
Indigenous Peoples. The key policy principles are: 
i. Screening and Categorization: NDB screens and assesses each proposed 
project at the concept stage to determine its risk categorization and updates the "
32,PDF page 32,"  Resettlement Plan for Chennai Metro Rail Phase II – Corridor 4  
30 
 
 
 
 
categorization during project processing. This is undertaken to determine the  
nature and extent of potential environment and social impacts. Each proposed  
project is scrutinized as to its type, location, scale, and sensitivity and the 
magnitude of its potential impacts. 
ii. Environmental and Social Assessment and Management Plans: For Category A  
and B projects, NDB requires the Client to conduct environmental and social  
impact assessment, with scope and depth commensurate with the nature and  
magnitude the potential impacts. 
iii. Public Consultation :NDB  requires the Client to conduct a meaningful 
consultation process, that is compliant with national laws and   regulations  
and this Policy, and (i) engages with communities, groups, or people affected  
by proposed projects; (ii) begins early and is carried out on an ongoing basis; 
(iii) provides timely disclosure of relevant and adequate information that is  
understandable and readily accessible, is undertaken in an   atmosphere   free 
of intimidation or   coercion;   (iv)   is   gender   inclusive   and responsive, 
tailored to the needs of vulnerable groups; and (v) enables   the 
incorporation of all relevant views of affected people   and   other 
stakeholders into decision making. 
iv. Transparency and Information Disclosure: NDB is committed to working with the  
client to ensure that social and environmental assessment documents are made  
available in a timely manner, in an accessible place and  in a form and 
language(s) understandable to affected people and to other stakeholders,  
including the general public, so they can provide meaningful inputs into  
project design and implementation. 
v. Monitoring and Reporting: NDB requires   the   Client   to   conduct   monitoring 
on    the    implementation     of environmental and social mitigation measures.  
The extent of monitoring activities, including their scope and periodicity, is 
commensurate with the project’s risks and impacts.  Clients will provide periodic  
monitoring reports on environment and social measures and relevant plans, as  
provided in the legal agreements and / or country systems 
vi. Grievance Redressal Mechanisms: NDB requires that the client establish and  
maintain a fair and effective grievance redress mechanism to receive and 
facilitate timely resolution of affected peoples’ concerns and grievances about the 
client's environmental and social performance at project level. 
D. Involuntary Resettlement Safeguard Principles for the Project 
 
71. Based on the above analysis of Government statutes and the MDBs 
Environmental and Social Framework (ESF) policy, the following resettlement principles  
will be adopted for this project: 
i. Screen the project early, to identify past, present, and future involuntary 
resettlement impacts and risks. Determine the scope of resettlement planning  
through a census and socio -economic survey of affected persons, including a  
gender analysis, specifically related to resettlement impacts and risks. 
ii. Adopt measures to avoid and minimize involuntary resettlement impacts by 
taking the following measures: (i) explore siting the project components in 
government land or locations which are less impacting; (ii) ensure use of 
appropriate technology to reduce land requirement; and (iii) modify the designs of 
project components to minimize land requirement and ensure involuntary 
resettlement is avoided or minimized. 
iii. Where involuntary resettlement impact is unavoidable, improve, or at least 
restore, the livelihoods of all affected persons through: (i) land-based 
resettlement strategies, where possible, when affected livelihoods are land 
based, and when loss of land is significant, or cash compensation at replacement 
cost for land when the loss of land does not undermine livelihoods; (ii) prompt "
33,PDF page 33,"  Resettlement Plan for Chennai Metro Rail Phase II – Corridor 4  
31 
 
 
 
 
replacement of assets with access to assets of equal or higher value; and (iii)  
prompt compensation at full replacement cost for assets that cannot be restored. 
iv. Provide physically and economically displaced persons with needed assistance,  
including the following: (i) if there is relocation, secured tenure to relocation land,  
better housing at resettlement sites with comparable access to employment and  
production opportunities, integration of resettled persons economically and 
socially into their host communities, and extension of project benefits to host  
communities; (ii) transitional support and development assistance, such as land  
development, credit facilities, training, or employment opportunities; and (iii) civic  
infrastructure and community services, as required. 
v. Ensure that affected persons without titles to land or any recognizable legal rights 
to land are eligible for resettlement assistance and compensation for lo ss of non- 
land assets at replacement value. 
vi. Improve the standards of living of the affected poor and other vulnerable groups,  
including women, to national minimum standards or standard before 
displacement whichever is higher. 
vii. Carry out meaningful consultations with affected persons, host communities, and  
concerned non -government organizations. Inform all affected persons of their  
entitlements and resettlement options. Ensure their participation in planning, 
implementation, and monitoring and evalua tion of resettlement programs. Pay  
particular attention to the needs of vulnerable groups, especially those below the  
poverty line, the landless, the elderly, women and children, and indigenous 
peoples, and those without legal title to land, and ensure the ir participation in  
consultations. 
viii. Prepare a resettlement plan elaborating on the entitlements of affected persons,  
the income and livelihood restoration strategy, institutional arrangements, 
monitoring and reporting framework, budget, and time-bound implementation 
schedule. 
ix. Disclose a draft resettlement plan, including documentation of the consultation  
process in a timely manner, in an accessible place and a form and language(s)  
understandable to displaced persons and other stakeholders. Disclose the final 
resettlement plan and its updates to affected persons and other stakeholders. 
x. Pay compensation and provide all resettlement entitlements before physical or  
economic displacement and before commencement of civil works. Implement the  
resettlement plan under close supervision throughout project implementation. 
xi. Establish a grievance redress mechanism to receive and facilitate resolution of  
the concerns of affected persons. 
xii. Develop procedures in a transparent, consistent, and equitable manner if land  
acquisition is through negotiated settlement to ensure that those people who 
enter into negotiated settlements will maintain the same or better income and  
livelihood status. 
xiii. Monitor and assess resettlement outcomes, their impacts on the standard of 
living of affected persons, and whether the objectives of the resettlement plan  
have been achieved by taking into account the baseline conditions and the 
results of resettlement monitoring. Disclose monitoring reports. 
E. Eligibility Status of Displaced Persons 
 
72. The following displaced persons, are eligible for compensation, assistance, and  
benefits: 
i. Persons who lost land/ assets in their entirety or in part, who have formal legal  
rights to the land; 
ii. Persons who lost the land they occupy in its entirety or in part who  have no  
formal legal rights to such land, but who have claims to such lands that are  
recognized or recognizable under national laws/ state laws (such as customary  
right over land by tribal people); "
34,PDF page 34,"  Resettlement Plan for Chennai Metro Rail Phase II – Corridor 4  
32 
 
 
 
 
iii. Persons occupying land over which they neither have legal title, nor have claims  
recognized or recognizable under national law; and 
iv. Vulnerable households, defined as those below the poverty line, the landless the  
elderly, women and children, and Indigenous People, those without legal 
title to land, persons with physical disabilities, Scheduled Tribes and Scheduled  
Castes. "
