page,reference,text
25,PDF page 25," 
Social Impact Assessment for Mumbai Metro Line-III (Colaba-Bandra-SEEPZ) 
 
Study Approach and Methodology   12 
 
data were later shared with the communities to cross-check if anyone has been left out due 
to some reasons or if extra counting has been done. 
 
2.8 DATA ANALYSIS AND REPORT WRITING 
 
Once the data were collected and finalized with all the necessary changes, analysis of 
collected data was done for different sections. 
 
2.9 COMMUNITY AND PUBLIC CONSULTATION 
 
Preliminary public consultations and discussions were conducted by RITES study team with 
the help of MMRDA and SPARC officials through community meetings with PAPs as well as 
general public at particularly proposed metro rail station locations.  The objective of 
conducting public consultation was to obtain the views and suggestions of the potentially 
affected persons to minimize adverse social impacts.The  consultation process involved 
various sections of affected persons such 
as traders, women, squatters, kiosks and 
other inhabitants. Special care was taken 
during the study to hold discussions with 
women group to elicit the adverse effects 
they are anticipating due to the project and 
their suggestions in this regard for mitigating 
the foreseeable adverse effects. During 
public consultations, issues related to land 
acquisition, compensation, income 
restoration, employment generation, 
information flow, grievance redressal, safety, role of administration etc. were discussed.  The 
methods which were adopted for conducting public consultation were (i) Walk-through 
informal group consultation at station locations,(ii)Public meetings,(iii)Focus Group 
Discussions (FGD) with different groups of affected people including residential groups, 
traders, and slum dwellers (squatters),(iv)In-dep th individual interviews,(v)Discussions and 
interviews with key informants,(vi)Sharing the opinion and preferences of the PAPs. A format 
for public consultation is presented in Annexure-2.4. 
 
2.10 LIMITATIONS OF THE STUDY 
 
During social survey in project affected areas the survey team has faced some limitations 
which are as follows: 
 
1. Incomplete documentation, locked houses, non-responders: the surveyors have to 
come back repeatedly to these houses in order to record accurate and complete 
forms 
2. Despite frequent visits made by survey team, some households did not respond to 
the survey team. 
"
26,PDF page 26," 
Social Impact Assessment for Mumbai Metro Line-III (Colaba-Bandra-SEEPZ) 
 
Study Approach and Methodology   13 
 
3. In some locations like Acharya Atray Chowk,Marol Naka,Girgaon and 
Kalbadevi,many people did not respond to the survey team while conducting 
household survey. This is one of the main reasons for delay in survey work and non-
completion of data collection.  
4. People were protective for their homes. Therefore, communities often stoped survey 
work and demanded that the government authority should explain the risks and 
mitigation measures for eviction or relocation of the people. 
5. Due to frequent objection, non-cooperation of local people at the ground level, the 
household data collection of total affected families has not been completed. 
However, the survey team try to enumerate all structures and families which are 
likely to be affected. 
  
In spite of all these problems every effort has  been made for making this study very realistic 
to the existing situation. 
 
 
 
 
 
 
 
 
 
 
 
 
 "
27,PDF page 27," 
Social Impact Assessment for Mumbai Metro Line-III (Colaba-Bandra-SEEPZ) 
 
 
Impact and Inventory Loss   14 
 
CHAPTER-3 
IMPACTS AND INVENTORY LOSS 
 
 
3.1  BACKGROUND 
 
A census and Socio-Economic survey was carried out in December 2011-April 2012. A 
structured census questionnaire was used to collect detailed information on affected 
households and to document impacts on private assets, incomes and livelihood for a full 
understanding of impacts. The objective of the c ensus survey was to generate an inventory 
of social impacts on the people affected by the project, the type of impact, type of ownership 
and market value of land and/or structure, so cial profile of the affected people, poverty 
status, the presence of non titleholders in the project area, and finally the views of the 
affected people about the project. A socio-economic survey was also conducted in order to 
assess the overall socio-economic condition of the project affected area which is described 
in Chapter 3. The major findings and magnitude of impacts are discussed in the following 
sections. List of PAPs of each affected area is given in Field Data Report (Volume-II). 
 
3.2 OVERALL PROJECT IMPACTS 
 
Table 3.1 indicates overall project impacts 45.81 ha of land shall be acquired for the purpose 
of temporary and permanent usages. 4.72 ha of land is under private ownership and 41.087 
ha of land is under government possession. Total 1128 structures shall be affected. Based 
on the property identification, the number of PAFs has been determined. There are 1485 
affected families consisting 5940 persons. Out of total 1485 affected families, 150 PAFs are 
titleholders and 1335 PAFs are non titleholders. About 1010 PAFs and 384 PAFs will lose 
their residential and business respectively. Ab out 433 vulnerable category families will be 
affected. About 19 community structures are likely to be affected.     
 
 
TABLE 3.1 
OVERALL PROJECT IMPACTS 
 
S. NO. IMPACT MAGNITUDE 
1 Acquisition of Land (in Ha) 45.81 
1.1 Private Land (in Ha) 4.72 
1.2 Government Land (in Ha) 41.087 
2 Impact on Structure (no) 1128 
2 Impact on PAFs/PAPs(no)  
2.1 Total PAFs  1485 
2.2 Total PAPs* 5940 
4 Titleholder (no) 150 
5 Non Titleholder (no) 1335 
6 Loss of Residence(no) 1010 
7 Loss of Business(no) 384 
8 Vulnerable PAFs(no)** 433 
9 Impact on Community Resources(no) 19 
*The total affected persons are calculated by considering four members as average size of family. 
**Surveyed PAFs 
 "
28,PDF page 28," 
Social Impact Assessment for Mumbai Metro Line-III (Colaba-Bandra-SEEPZ) 
 
 
Impact and Inventory Loss   15 
 
3.3 LAND REQUIREMENT AND ACQUISITION 
 
The proposed Metro project shall require land for different purposes. Land is mainly required 
for route alignments of rail tracks, station buildings, platforms, entry/exit structures, traffic 
integration, car shed, power sub-stations, ventilation shafts, administrative buildings, 
property development, maintenance and construction depots and work sites etc. Land 
required for cut and cover and construction depot s shall be required temporarily, however 
land requirements for maintenance depot, stations and traction sub stations are on 
permanent basis. Land resource is scarce co mmodity in Mumbai metropolitan areas. 
Acquisition of land shall make affected families landless, houseless, and jobless in most of 
the cases. Therefore, every effort has been made to keep land requirements to the barest 
minimum by realigning the alignments away from private property / human habitation. After 
planning, the land requirement is kept at minimum and particularly, acquisition of private land 
was avoided.  
 
The project shall require the acquisition of 45.81 ha of land. Out of the total land, 41.087 ha 
is government land and 4.72 ha is private land. Out of the total government land, 28.297 ha 
is for permanent use and 12.79 ha is identified for temporary use. The land identified for 
temporary use shall be returned to the owning agencies after completion of the project 
construction. Only transit accommodation and certain compensation may be adequate and 
acceptable in case of temporary land acquisition. Out of the total 4.72 ha of private land, 
3.43 ha is for permanent use and 1.29 ha of land is demarcated under the temporary use 
category. 1.29 ha required for temporary purpose shall be returned to the land owners after 
completion of the construction of project. The permanent land required for the proposed 
Metro project shall be retained by the MMRDA. It is observed that out of the total land 
requirement, about 26.407 ha of the total land required for maintenance depot and entry to 
depot is under government ownership. For station purpose, out of the total 4.72 ha of land, 
1.49 ha belong to government and 3.23 ha is under private ownership. Out of the total 0.66 
ha of the land identified for TSS, 0.4 is under government and the remaining 0.2 ha of the 
land is under private ownership. The remaining 14.087 ha of land is identified for cut and 
cover and construction depots use, which shall be acquired for temporarily during 
construction period and returned to its owners after completion of the construction of the 
project. As per the DPR,of the total perm anent land,88.38% are open land,1.35% are 
commercial land,7.12% are residential land and 3.16% are other land(BMC foot path,park,& 
other govt.land).Of the total temporary land,87.70% are open land and remaining 12.3% are 
other category land. The details of land requirement and acquisition are presented in Table 
3.2.  
 
 
 
 
 
 
 
 
 "
29,PDF page 29," 
Social Impact Assessment for Mumbai Metro Line-III (Colaba-Bandra-SEEPZ) 
 
 
Impact and Inventory Loss   16 
 
TABLE 3.2 
IMPACT ON LAND RESOURCES 
 
Particulars Category of Land(in ha) Total 
(Govt.+Pvt.) Government Private
P T P+T P T P+T
Depot 26.407 - 26.407 - - - 26.407 
Stations 1.49 - 1.49 3.23 - 3.23 4.72 
TSS 0.4 - 0.4 0.2 - 0.2 0.6 
Cut & Cover - 1.84 1.84 - 0.067 0.067 1.907 
Construction Depot - 10.95 10.95 - 1.23 1.23 12.18 
Total 28.297 12.79 41.087 3.43 1.29 4.72 45.81 
  
 P: Permanent, T: Temporary. 
 
3.4 INVENTORY OF STRUCTURE LOSS 
 
Table 3.3 indicates impact of the proposed project on the different types of structures i.e. 
residential, commercial, residential cum commercial and other types. The total number of 
structures impacted in this corridor is 1128.Out of the total structures, 837 are residential, 
236 are commercial including 70 industrial units at Marol Naka, 36 are residential cum 
commercial and remaining 19 are such structures which includes public toilet, religious 
structures, community centre/platform etc. Area wise detail of affected structures is 
presented in Annexure 3.1 to Annexure 3.8. 
 
TABLE 3.3 
IMPACTS ON STRUCTURES 
 
Name of the Location Affected Structures  
Total R C R+C Others 
Kalbadevi 4 5 1 0 10 
Girgaon 6 3 0 0 9 
Grant Road 0 2 0 0 2 
Acharya Atray Chowk 1 3 3 0 7 
Dharavi 25 28 0 1 54 
Santacruz 110 61 22 3 196 
Marol Naka 324 114* 6 8 452 
MIDC 367 20 4 7 398 
Total 837 236 36 19 1128 
R: Residential; C: Commercial; R+C: Residential cum Commercial; Others: Structures other than R,C & R+C;  
*Out of 114 commercial structures, 70 are industrial establishments. 
 
Table 3.4 and Table 3.5 indicate the magnitude of project impact on the structures, which is 
categorized as partially affected structures and fully affected structures. Out of total 1128 
structures, 96 structures are partially affected which includes 70 residential,18 commercial, 
three residential cum commercial and five  other structures. 
 
 "
30,PDF page 30," 
Social Impact Assessment for Mumbai Metro Line-III (Colaba-Bandra-SEEPZ) 
 
 
Impact and Inventory Loss   17 
 
TABLE 3.4 
PARTIALLY AFFECTED STRUCTURES 
 
Name of the Location Partially Affected Structures  
Total R C R+C Others 
Kalbadevi 0 0 0 0 0 
Girgaon 0 0 0 0 0 
Grant Road 0 0 0 0 0 
Acharya Atray Chowk 0 0 0 0 0 
Dharavi 9 5 0 1 15 
Santacruz 0 0 0 0 0 
Marol Naka 31 9 3 3 46 
MIDC 30 4 0 1 35 
Total 70 18 3 5 96 
 
R: Residential; C: Commercial; R+C: Residential cum Commercial; Others: Structures other than R,C & R+C; 
 
Table 3.5 shows that out of total affected structures, 1032 structures are fully affected. Again 
of the total affected structures, 767 are residential, 218 are commercial, 33 are residential 
cum commercial and 14 are other structures. 
 
TABLE 3.5 
FULLY AFFECTED STRUCTURES 
 
Name of the Location Fully Affected Structures  
Total R C R+C Others 
Kalbadevi 4 5 1 0 10 
Girgaon 6 3 0 0 9 
Grant Road 0 2 0 0 2 
Acharya Atray Chowk 1 3 3 0 7 
Dharavi 16 23 0 0 39 
Santacruz 110 61 22 3 196 
Marol Naka 293 105 3 5 406 
MIDC 337 16 4 6 363 
Total 767 218 33 14 1032 
 
R: Residential; C: Commercial; R+C: Residential cum Commercial; Others: Structures other than R,C & R+C 
 
 
3.5 IMPACT ON FAMILIES  
 
Table 3.6 shows that total 1485 families are affected due to the proposed metro rail project.  
The data of the survey shows that out of total affected families,1050 are residential,402 are 
commercial and remaining 33 are residential cum commercial. The data of Table 3.7  
revealed that of the total affected families , 547 are titleholder (150 owners and 397 tenants) 
and 886 are non-titleholders (866 squatters and 20 kiosks). Legal tenant has been 
considered as titleholder. Out of the total tenants there are 212 tenants are in private land. "
31,PDF page 31," 
Social Impact Assessment for Mumbai Metro Line-III (Colaba-Bandra-SEEPZ) 
 
 
Impact and Inventory Loss   18 
 
About 52 families are kept in others because they are found locked social survey. Therefore, 
they have not been categorized. 
 
TABLE 3.6 
AFFECTED FAMILIES WITH TYPE OF LOSS 
 
Name of the Location Type of Loss  
Total RC R +C
Kalbadevi 28 73 1 102 
Girgaon 86 65 0 151 
Grant Road 0 16 0 16 
Acharya Atray Chowk 110 25 0 135 
Dharavi 25 28 0 53 
Santacruz 110 61 22 193 
Marol Naka 324 114 6 444 
MIDC 367 20 4 391 
Total 1050 402 33 1485 
 
R: Residential; C: Commercial; R+C: Residential cum Commercial; Others: Structures other than R,C & R+C 
 
 
TABLE 3.7 
CATEGORY OF AFFECTED FAMILIES 
 
Name of the  
Location 
Titleholders Non-Titleholders Othe
rs 
Total 
PAFs Owners Tenants Total Squatters Kiosks Total 
Kalbadevi 21 62 83 0 19 19 0 102
Girgaon 90 45 135 0 0 0 16 151
Grant Road 1 14 15 0 1 1 0 16
Acharya Atray Chowk 5 91 96 29 0 29 10 135
Dharavi 0 0 0 53 0 53 0 53
Santacruz 0 4 4 189 0 189 0 193
Marol Naka 24 181 205 213 0 213 26 444
MIDC 9 0 9 382 0 382 0 391
Total 150 397 547 866 20 886 52 1485
 
Table 3.8 shows that out of total titleholders, 315 are residential, 230 are commercial and 
three residential cum commercial. Similarly, of the total non-titleholders, 735 are residential, 
173 are commercial and remaining 30 are residential cum commercial. 
 
 
 
 
 
 
 
 
 "
32,PDF page 32," 
Social Impact Assessment for Mumbai Metro Line-III (Colaba-Bandra-SEEPZ) 
 
 
Impact and Inventory Loss   19 
 
TABLE 3.8 
STATUS OF AFFECTED FAMILIES WITH TYPE OF LOSS 
 
Name of the  
Location 
Titleholders Non-Titleholders Total 
PAFs R C R+C T R C R+C T 
Kalbadevi 28 54 1 83 0 19 0 19 102 
Girgaon 82 53 0 135 4 12 0 16 151 
Grant Road 0 15 0 15 0 1 0 1 16 
Acharya Atray Chowk 88 8 0 96 22 17 0 39 135 
Dharavi 0 0 0 0 25 28 0 53 53 
Santacruz 1 3 0 4 109 58 22 189 193 
Marol Naka 108 95 2 205 216 19 4 239 444 
MIDC 8 1 0 9 359 19 4 382 391 
Total 315 230 3 547 735 173 30 938 1485
R: Residential; C: Commercial; R+C: Residential cum Commercial; Others: Structures other than R,C & R+C 
 
 
3.6 LOSS OF RESIDENCE 
 
Table 3.9 indicates that out of the total 1485 PAFs, 1010 PAFs shall be displaced physically 
as their residential units are getting affected due to the proposed project.  About 33.8 % of 
families from MIDC,29.3% from Marol Naka,13.1% from Santacruz,10.9% from Acharya 
Atray Chowk,8.5% from Girgaon,2.9% from Ka lvadevi and 1.6% from Dharavi shall be 
displaced physically.No residential unit   shall be affected in Grant Road. 
 
 
TABLE 3.9 
LOSS OF RESIDENCE 
 
Name of the Location Total PAFs Residential 
Displaced Family 
Percentage (%)
Kalbadevi 102 29 2.9 
Girgaon 151 86 8.5 
Grant Road 16 0 0 
Acharya Atray Chowk 135 110 10.9 
Dharavi 53 16 1.6 
Santacruz 193 132 13.1 
Marol Naka 444 296 29.3 
MIDC 391 341 33.8 
Total 1485 1010 100 
 
 
 
 
 "
33,PDF page 33," 
Social Impact Assessment for Mumbai Metro Line-III (Colaba-Bandra-SEEPZ) 
 
 
Impact and Inventory Loss   20 
 
3.7 LOSS OF BUSINESS 
 
Table 3.10 indicates that out of the total PAFs, 384 PAFs shall be displaced as their 
commercial units are getting affected due to the proposed project.  About 27.3 % of families 
from Marol Naka, 19% from Kalbadevi,16.9% from Girgaon,15.9% from Santacruz, 6.5% 
from Acharya Atray Chowk, 6 % from Dharav i,4.2% from MIDC and 4.2% from Grant Road 
shall be losing their business. 
 
TABLE 3.10 
LOSS OF BUSINESS 
 
Name of the Location Total PAFs Commercial 
Displaced Family 
Percentage (%)
Kalbadevi 102 73 19.0 
Girgaon 151 65 16.9 
Grant Road 16 16 4.2 
Acharya Atray Chowk 135 25 6.5 
Dharavi 53 23 6.0 
Santacruz 193 61 15.9 
Marol Naka 444 105 27.3 
MIDC 391 16 4.2 
Total 1485 384 100 
 
 
3.8 IMPACT ON VULNERABLE POPULATION 
 
As per the JICA guidelines vulnerable group is defined as indigenous people, ethnic 
minorities, the poorest, women, the aged, t he disabled and other socially/economically 
vulnerable groups who would be adversely affected from a project. But as per the R&R 
Policy for MUTP,1997, vulnerable households such as women headed households, 
handicapped and the aged.  It does not cover the poorest (BPL family),SCs and STs who 
are considered socially and economically backward as per the Indian Constitution. 
 
As regards vulnerability among PAFs, t here are 433 surveyed families who belong to 
vulnerable category. Out of these about 56 families are women headed households, seven 
families are below the line of poverty, 20 families are Scheduled Castes, four families are 
Scheduled Tribes, 23 families having disability people, and remaining 323 families having 
heads above 60 years of age(Table 3.11). They will be provided with additional rehabilitation 
package such as access to credit to help them overcome difficulties on account of 
resettlement. 
 
 
 
 
 
 
 
 
 "
34,PDF page 34," 
Social Impact Assessment for Mumbai Metro Line-III (Colaba-Bandra-SEEPZ) 
 
 
Impact and Inventory Loss   21 
 
TABLE 3.11 
VULNERABLE POPULATION 
 
Name of the 
Location 
Total 
PAFs 
Vulnerable Families
Women 
HHs 
BPL 
Family 
SC ST Family 
with 
Disability 
people 
Family 
with 
Aged 
people 
Total
 
Kalbadevi 102 4 0 0 0 0 16 20 
Girgaon 151 3 0 0 0 0 30 33 
Grant Road 16 1 0 1 0 0 1 3 
Acharya Atray Chowk 135 4 1 0 0 2 25 32 
Dharavi 53 1 0 0 0 0 8 9 
Santacruz 193 11 2 1 0 5 54 73 
Marol Naka 444 15 2 0 0 7 135 159 
MIDC 391 17 2 18 4 9 54 104 
Total 1485 56 7 20 4 23 323 433
 
 
3.9 IMPACT ON COMMUNITY STRUCTURES 
 
Table 3.12 indicates the impact of the proposed metro project on community structures. The 
project shall impact total 19 community structures. Out of the total, 10 structures are public 
toilets, four structures are religious structures and one credit society at Marol Naka, one sub-
station, one stage and one pump house at MIDC. 
 
 
TABLE 3.12 
IMPACT ON COMMUNITY STRUCTURES 
 
AREA Loss of Common Resources 
Total Religious 
structure 
Credit 
Society Toilet Sub 
station Stage Pump 
house 
Electri
city 
cabin 
Kalbadevi 0 0 0 0 0 0 0 0 
Girgaon 0 0 0 0 0 0 0 0 
Grant Road 0 0 0 0 0 0 0 0 
Acharya Atray 
Chowk 0 0 0 0 0 0 0 0 
Dharavi 0 0 1 0 0 0 0 1 
Santacruz 1 0 2 0 0 0 0 3 
Marol Naka 2 1 4 0 0 0 1 8 
MIDC 1 0 3 1 1 1 0 7 
Total 4 1 10 1 1 1 1 19 
 "
35,PDF page 35," 
Social Impact Assessment for Mumbai Metro Line-III (Colaba-Bandra-SEEPZ) 
 
 
Socio-economic Profile   22 
 
CHAPTER-4 
SOCIO-ECONOMIC PROFILE  
   
4.1 THE PROJECT AREA-AN OVERVIEW 
 
Mumbai, the financial capital of India, has witnessed phenomenal growth in population and 
employment. The trend is expected to continue in future. Mumbai Metropolitan Region 
(MMR) is one of the fast growing metropolitan r egions in India. It comprises of 7 municipal 
corporations,13 municipal councils and 996 villages and extends over an area of 4,335 
sq.km. The area of Greater Mumbai is 445.86 sq.km. The total population of Greater 
Mumbai in 2001 was 119.14 lakh which is double of the 1971 population of 59.7 lakh. Of the 
total population of Greater Mumbai, about 48.88 percent population are from slum area. The 
decadal growth in population during 1971-81 was around 38 percent and has remained 
around 20 percent during 1981-91 and 1991-2001 res pectively. The sex ratio (female per 
1000) is 811 which is low as compared to sex ratio of the State. The literacy rate of Greater 
Mumbai has gradually increased  68.16 percent in 1981 to 77.45 percent in 2001.Out of the 
total literate population,82.29% are male and 71.51% are female. About one third of the 
population in Greater Mumbai is working during 1971-2001.Employment in this area has 
stagnated during 1980-1998 with growth rate just around 1 percent. 
 
 
4.2 PROFILE OF PROJECT AFFECTED FAMILIES 
 
A detailed socio-economic survey was conducted in conjunction with the census of the 
project affected persons (PAPs) to profile the impacted project area and provide a pedestal 
against which mitigation measures and support will be measured. For this purpose 
comprehensive information related to dem ographic, social, economic, structure, 
employment, community resources and other information such as awareness about the 
project were collected. These information were collected through a structured “Household 
Questionnaire”. During survey, 364 houses were locked and PAFs of locked structures could 
not be covered under social survey. But while enumerating these families have been 
included. Therefore, this analysis is based on the responses from PAPs. Data revealed that 
due to the proposed metro line-III project about 1485 numbers of families will be affected 
either because of loss of residential, commercial or other structures. Of the total 1448 
affected families, 1121 faimilies (Residential-832, Commercial-257 and Residential cum 
Commercial-32) were surveyed and remaining 364 families were not surveyed due to their 
absent as well as non-cooperation at the time of social survey. The data has been compiled 
and presented in the following sections of this chapter.  
 
4.2.1 Demographic and Social Conditions  
 
 
4.2.1.1  Gender and Sex Ratio 
 
The data on gender and sex ratio  is very helpful indicator to know the participatory share of 
male and female in the society, which is also  an important indicator for human development 
index. Among the surveyed population it is observed that there are 53.46% are male and 
remaining 46.54% are female. The sex ratio is 871 per 1000 males 
 
 
 
 "
36,PDF page 36," 
Social Impact Assessment for Mumbai Metro Line-III (Colaba-Bandra-SEEPZ) 
 
 
Socio-economic Profile   23 
 
4.2.1.2  Religious and Social Groups 
 
Data on religious groups were collected in order to identify people with the specific religious 
belief among the surveyed families. The religious beliefs and social affiliation of the people 
are indicators that help understand cultural be havior of the groups. The social and cultural 
behavior will help understand the desires and pref erences of PAPs, which is a prerequisite 
to rehabilitate the affected people and their families. Table 4.1 shows that six religions are 
followed in the study area viz., Hindu, Muslims, Christian,Budhist, Shikh and Jain. The 
number of families following Shikh  and Jain are very negligible. The study result shows that 
about 66.28% of the surveyed families are Hindu followed by Muslim(24.09%) and 
Christian(6.78%).Another 2.85% are Budhist(1.78%), Jain(0.62%) and Shikh(0.45%). 
 
Table 4.1 discloses information about social affiliation of a group. The social affiliation of the 
group differentiates them for benefits under government schemes. Social groups indicate 
ranking within the society, preferences and vulnerability. In general, the families belonging to 
Scheduled Castes (SCs) and Scheduled Tribes (STs ) under the provisions of Constitution of 
India get preferential treatment in the government benefits because the group includes the 
people who are traditionally vulnerable. Except general category, all other groups need 
attention and to be addressed for their backward socio-economic conditions. The survey 
results shows that majority of surveyed families did not respond to the question related to  
caste.  Among the surveyed families, about 4.84% belong to other backward cast,2.69% 
belong to Scheduled Castes,0.81% belong to upper caste and remaining 0.53% belong to 
Scheduled Tribes. 
 
4.2.1.3  Mother Tongue and Place of Nativity 
 
A majority of families (46.03%) speak Hindi as a mother tongue, followed by 35.86% who 
speak Marathi, 3.57% speak Konkani,3.3% speak Gujarati and 2.68% speak Urdu. Majority 
of surveyed families are from Maharashtra followed by Uttar Pradesh.  
 
4.2.1.4  Age Group 
 
The persons of surveyed families have been categorized in to six age groups. The 
distribution of persons age in various group shows that 32.40% of the total persons belong to 
the 36-59 followed by 32.31% belong to 19-35 years age group, that is potentially productive 
group. About 9.54% belong to above 60 years age group and a further 25.75% belong to the 
age group below 18 years, who are dependent population (Table 4.1).  
  
4.2.1.5  Marital Status  
 
The marital status of the surveyed family members is indicated under three categories – 
married, unmarried, and other (widow/widower,separated,divorced). It is observed that out of  
total surveyed people, majority of them (74.30%) are married, 19.86 % are unmarried and 
about 5.85 % are in other types which includes widowed/divorced/separated.  
 
4.2.1.6  Family Pattern and Family Size   
 
Family Pattern and Family Size  indicate the fabrics of sentimental attachment among the 
family members, social value, economic structures and financial burdens. It is observed from 
the Table 4.1  that majority of surveyed families are nuclear(49.42%) followed by 
single(21.05%),Joint(16.41%) and extended(12.58%).Family size has been classified into 
four categories i.e. individual, small (2-4), medium (5-7) and large (7 & above). Table 4.1  
shows that majority of families (46.92%) are small in size followed by 26.05% families are "
37,PDF page 37," 
Social Impact Assessment for Mumbai Metro Line-III (Colaba-Bandra-SEEPZ) 
 
 
Socio-economic Profile   24 
 
medium type, 21.05% are individuals and remaining 5.98% families have their members 
more than seven.  
TABLE 4.1 
SOCIO-DEMOGRAPHIC PROFILE 
 
S.NO DESCRIPTION 
NO OF
PAFs/PAPs PERCENTAGE (%) 
1 Gender 
Male 2219 53.46 
Female 1932 46.54 
Sex Ratio(females per 1000 males) 871 
2 Religious Group  
Hindu 743 66.28 
Muslim 270 24.09 
Christian 76 6.78 
Buddhist 20 1.78 
Jain 7 0.62 
Sikh  5 0.45 
3 Social Group 
Scheduled Caste 20 2.69 
Scheduled Tribe 4 0.53 
Other Backward Caste 36 4.84 
General Caste 6 0.81 
No Response 677 91.12 
4 Mother Tongue 
Hindi  516 46.03 
Marathi 402 35.86 
Konkani 40 3.57 
Gujarati 37 3.3 
Urdu 30 2.68 
Kannada 24 2.14 
Tamil 18 1.61 
Telugu 18 1.61 
Malayalam 18 1.61 
Others* 18 1.61 
5 Age Group 
<14 Years 772 18.60 
14-18 Years 297 7.15 
19-35 Years 1341 32.31 
36-59 Years 1345 32.40 
60 Years & Above 396 9.54 
Average Age 32.60 Years 
6 Marital Status1 
Married  2275 74.30 
                                                            
1 The legal age for marriage in India is 18 for females and 21 for males. Therefore, all persons below these ages 
were excluded for computation of this table.  "
38,PDF page 38," 
Social Impact Assessment for Mumbai Metro Line-III (Colaba-Bandra-SEEPZ) 
 
 
Socio-economic Profile   25 
 
S.NO DESCRIPTION 
NO OF
PAFs/PAPs PERCENTAGE (%) 
Unmarried 608 19.86 
Others** 179 5.85 
7 Type of Family 
Nuclear 554 49.42 
Joint 184 16.41 
extended 141 12.58 
Single 236 21.05 
Other 6 0.54 
8 Family Size 
Individual 236 21.05 
Small(2-4) 526 46.92 
Medium(5-7) 292 26.05 
Large(>7) 67 5.98 
Average size of family 3.70 
9 Literacy Status1 
Literate 3372 87.95 
Illiterate 462 12.05 
10 Education Level 
Primary 276 8.19 
High School 1919 56.91 
Higher Secondary 953 28.26 
Graduate 152 4.51 
Technical 72 2.14 
  *Others (Nepali-5, Punjabi-6,Orriya-2,Bengali-5). 
 **Others (widow/widower,separated,divorced and abandoned. 
 
4.2.1.7  Educational Attainment  
 
Education is a tool for vertical mobility in the society. It provides an opportunity to participate 
in the process of growth and developments. However, it also creates differences among 
people and introduces a new kind of inequality between those who have it and those who do 
not. In all the cases, education is a basic need and the best indicator of socio-economic 
development of a region. The analysis indicates that out of the total surveyed people, about 
87.95% are literate and 12.05% are illiterate. So far as educational attainment is concerned  
8.19% are educated up to primary class, 56.91% are educated up to High School, and 
28.26% have studied up to Higher Secondary level. Other than this, 4.51% of persons have 
done their graduation and 2.14% of the total surveyed persons have attained technical 
education. 
 
4.2.2  Economic Conditions  
 
The economic condition of PAFs describes occupational pattern, family income, and number 
of earning and dependent members. The occupational pattern includes work in which the 
head of the project affected families are involved.  The family income includes income of all 
the earning members. The earning members include the people who work and earn to 
                                                            
1 Note: Excluded the persons who are below the Age of 6 years. "
39,PDF page 39," 
Social Impact Assessment for Mumbai Metro Line-III (Colaba-Bandra-SEEPZ) 
 
 
Socio-economic Profile   26 
 
contribute to the family; however dependents include housewife, children, elderly people and 
others who cannot work and earn. About 1.42% of families reported less than Rs.2900/- 
monthly income. About 34.88% of families’ monthly income is between Rs.5001 to 10000/-, 
25.78% of families’ income is between Rs.10001 to 20000/-.Families’ earning more than 
Rs.20000/- monthly constitutes about 17.22%. The average income of a family is 
Rs.11,116.58/- per month. Average family expenditure is Rs.6700/- per month. On an 
average earning member per family is 1.32(Table 4.2).  
 
An attempt was made to collect the information about loan taken by the family for various 
purposes. Our keen interest was to see the housing loan or the loan taken for either 
purchase of new house or renovation of the house. If the family has equal income and 
expenditure or less income and more expenditure, to manage the daily expenses, the family 
has to avail the loan and it is another aspect to measure the economic status of the family. It 
is important to be mentioned here that most of the respondents did not want to give the 
information on the issue of indebtedness. Only eight surveyed families have availed loan for 
one or the other purpose. 
 
TABLE 4.2 
ECONOMIC CONDITIONS 
 
S.NO DESCRIPTION 
NO OF 
PAFs/PAPs PERCENTAGE (%) 
1 Monthly Household Income (in Rs. )
 Up to  Rs.2900                                       16 1.42 
 Rs. 2901 – Rs. 5000 177 15.79 
 Rs. 5001 – Rs.10000 391 34.88 
 Rs.10001 – Rs.20000 289 25.78 
 Above   Rs.20000 193 17.22 
 No Response 55 4.91 
 Average monthly household income Rs.14487.36 
 Average family monthly expenditure Rs.6700.00 
2 Number of Earners 
 1 721 64.32 
 2 224 19.98 
 3 72 6.42 
 Above 3 23 2.05 
 No Response  81 7.23 
 Average number of earners in PAFs 1.32 
 
 
4.2.3  Employment Status 
 
Occupational pattern of the surveyed persons is recorded to assess their skill so that income 
generation plan can be prepared accordingly for alternative income generating scheme. 
Secondly, occupational pattern helps in identif ying dominating economic activity in the area. 
The survey results in Table 4.3 shows that 44.88% of surveyed persons are employed and 
remaining 55.12% are unemployed. Among the employed persons about 49.29% of persons 
engaged in private service,41.39% of persons are self employed. About 4.59% of persons 
are engaged in government service and remaining 4.73% of persons are in casual work.   
About 76.77% of surveyed persons work at a fixed station, while 6.95% have no fixed job. 
The location of work is not given in the case of 6.14% persons. About 3.51 % of persons 
work at home. About 39.31% of persons go to their work place by walk and 21.72%travel by 
Bus. About 11.96% of persons travel by train.  
 
 "
